time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1045.321,0.95,-0.25,-0.497,-0.018,-0.171,0.011
1045.378,0.951,-0.265,-0.51,0.036,-0.125,-0.042
1045.434,0.948,-0.262,-0.489,-0.132,0.142,0.256
1045.491,0.957,-0.264,-0.513,-0.094,-0.209,0.149
1045.547,0.946,-0.261,-0.504,0.02,-0.041,-0.095
1045.603,0.957,-0.26,-0.509,-0.079,0.013,-0.164
1045.66,0.952,-0.259,-0.507,-0.01,-0.041,0.118
1045.716,0.952,-0.26,-0.499,0.051,-0.148,0.072
1045.772,0.955,-0.264,-0.5,0.295,0.005,0.156
1045.828,0.962,-0.261,-0.504,0.181,-0.033,0.034
1045.885,0.956,-0.261,-0.497,-0.163,-0.056,0.103
1045.941,0.953,-0.264,-0.5,-0.071,0.234,0.065
1045.997,0.968,-0.257,-0.496,0.204,-0.194,0.034
1046.053,0.964,-0.26,-0.501,0.028,-0.178,0.118
1046.11,0.967,-0.261,-0.5,-0.079,0.104,0.004
1046.166,0.958,-0.26,-0.5,-0.254,-0.117,0.042
1046.222,0.956,-0.262,-0.508,0.059,0.188,-0.073
1046.279,0.957,-0.262,-0.489,-0.086,-0.026,-0.157
1046.335,0.958,-0.259,-0.498,-0.071,-0.262,0.065
1046.391,0.957,-0.261,-0.501,-0.155,-0.155,0.187
1046.447,0.958,-0.263,-0.499,-0.102,0.005,0.027
1046.503,0.955,-0.26,-0.511,0.043,-0.186,-0.08
1046.559,0.961,-0.259,-0.501,0.043,-0.071,-0.111
1046.615,0.948,-0.259,-0.504,-0.155,0.035,0.027
1046.672,0.951,-0.262,-0.498,0.013,-0.148,-0.004
1046.728,0.951,-0.261,-0.498,0.074,-0.155,-0.118
1046.784,0.954,-0.257,-0.511,-0.17,0.142,-0.347
1046.84,0.954,-0.266,-0.499,-0.117,-0.041,-0.149
1046.896,0.959,-0.26,-0.504,0.02,-0.117,0.057
1046.952,0.958,-0.26,-0.504,-0.14,0.135,0.111
1047.008,0.96,-0.26,-0.504,-0.033,-1.98,0.088
1047.064,0.958,-0.262,-0.501,-0.064,0.066,0.225
1047.12,0.958,-0.26,-0.489,-0.086,-0.003,0.065
1047.176,0.955,-0.261,-0.504,0.059,0.02,0.072
1047.232,0.954,-0.26,-0.499,-0.125,0.066,0.004
1047.288,0.956,-0.26,-0.507,-0.041,-0.239,0.004
1047.345,0.957,-0.266,-0.503,-0.209,0.089,-0.004
1047.402,0.957,-0.261,-0.509,0.013,0.089,0.057
1047.458,0.958,-0.262,-0.508,-0.178,-0.064,0.088
1047.515,0.955,-0.261,-0.499,-0.048,-0.079,0.027
1047.571,0.955,-0.263,-0.5,-0.025,0.013,-0.034
1047.627,0.959,-0.259,-0.494,0.104,0.051,0.019
1047.683,0.957,-0.262,-0.502,-0.018,-0.117,0.004
1047.74,0.958,-0.258,-0.5,0.066,0.196,-0.073
1047.796,0.958,-0.264,-0.498,-0.064,0.043,0.332
1047.852,0.954,-0.257,-0.499,-0.071,-0.163,-0.111
1047.909,0.953,-0.261,-0.503,-0.071,-0.11,0.019
1047.965,0.956,-0.26,-0.504,-0.14,-0.071,-0.004
1048.021,0.96,-0.262,-0.504,0.104,0.096,0.034
1048.077,0.958,-0.257,-0.501,-0.201,0.142,0.141
1048.133,0.95,-0.263,-0.498,0.104,-0.133,0.103
1048.19,0.95,-0.261,-0.498,0.051,-0.049,0.172
1048.246,0.955,-0.259,-0.487,0.066,-0.003,-0.08
1048.302,0.938,-0.259,-0.496,-0.163,-0.071,0.011
1048.358,0.95,-0.26,-0.496,-0.064,0.081,0.111
1048.414,0.967,-0.269,-0.51,-0.079,0.005,0.065
1048.47,0.95,-0.263,-0.497,-0.048,-0.01,-0.004
1048.526,0.953,-0.258,-0.503,0.181,0.066,-0.004
1048.582,0.953,-0.26,-0.5,-0.018,-0.117,0.118
1048.639,0.958,-0.26,-0.505,0.028,0.196,0.08
1048.695,0.954,-0.258,-0.497,-0.003,0.196,0.057
1048.752,0.952,-0.265,-0.5,0.036,0.013,0.019
1048.808,0.956,-0.261,-0.494,-0.025,-0.003,-0.004
1048.864,0.954,-0.265,-0.5,0.196,-0.163,0.141
1048.92,0.957,-0.264,-0.506,0.265,0.013,-0.057
1048.976,0.946,-0.267,-0.499,-0.209,-0.018,-0.027
1049.033,0.951,-0.251,-0.509,-0.247,0.035,-0.095
1049.089,0.957,-0.261,-0.506,-0.01,-0.056,-0.111
1049.145,0.953,-0.26,-0.507,-0.155,0.119,-0.271
1049.201,0.952,-0.264,-0.497,-0.125,0.127,-0.065
1049.257,0.956,-0.261,-0.5,-0.025,-0.01,-0.011
1049.313,0.963,-0.252,-0.493,0.165,0.028,0.05
1049.37,0.959,-0.258,-0.505,-0.079,0.028,0.027
1049.426,0.957,-0.261,-0.498,-0.025,-0.01,0.088
1049.482,0.967,-0.257,-0.486,-0.086,-0.026,0.08
1049.538,0.959,-0.26,-0.496,-0.148,0.15,0.034
1049.594,0.954,-0.264,-0.509,0.143,0.119,0.05
1049.65,0.958,-0.261,-0.504,0.257,-0.133,0.141
1049.706,0.955,-0.265,-0.493,0.12,0.081,-0.065
1049.762,0.957,-0.259,-0.504,0.02,-0.003,0.065
1049.818,0.958,-0.263,-0.52,0.081,-0.102,0.004
1049.874,0.957,-0.265,-0.501,-0.025,1.89,0.057
1049.93,0.954,-0.26,-0.503,0.112,0.127,-0.095
1049.986,0.96,-0.265,-0.504,0.043,-0.064,0.027
1050.042,0.958,-0.261,-0.5,-0.048,-0.087,0.034
1050.098,0.956,-0.257,-0.516,-0.163,-0.209,-0.019
1050.155,0.95,-0.262,-0.506,0.059,-0.003,-0.095
1050.211,0.953,-0.259,-0.497,-0.064,0.051,0.134
1050.267,0.957,-0.264,-0.506,-0.033,-0.11,0.156
1050.324,0.951,-0.26,-0.496,0.043,0.005,0.202
1050.38,0.965,-0.259,-0.501,0.043,0.005,0.202
1050.436,0.957,-0.261,-0.508,-0.125,-2.003,0.072
1050.493,0.953,-0.263,-0.497,-0.048,-0.033,0.057
1050.549,0.956,-0.264,-0.487,0.013,1.875,-0.126
1050.605,0.957,-0.26,-0.503,-0.003,0.081,0.095
1050.662,0.955,-0.263,-0.509,0.013,-0.094,0.172
1050.719,0.948,-0.263,-0.497,-0.056,-0.079,-0.103
1050.775,0.957,-0.261,-0.501,-0.086,0.142,-0.011
1050.831,0.952,-0.267,-0.5,0.013,-0.003,-0.027
1050.887,0.958,-0.258,-0.51,-0.216,-0.117,0.011
1050.944,0.96,-0.257,-0.502,-0.071,-0.071,0.256
1051.0,0.961,-0.252,-0.497,-0.117,0.005,-0.004
1051.056,0.954,-0.278,-0.498,-0.254,-0.094,0.004
1051.112,0.949,-0.27,-0.502,0.013,-0.018,-0.088
1051.168,0.957,-0.267,-0.498,0.036,0.234,0.027
1051.225,0.958,-0.267,-0.503,-0.018,-0.064,-0.08
1051.282,0.955,-0.265,-0.5,-0.01,0.013,0.072
1051.338,0.959,-0.264,-0.503,0.112,-0.087,-0.057
1051.395,0.952,-0.261,-0.504,-0.102,-0.285,-0.065
1051.451,0.952,-0.264,-0.499,0.028,-0.003,-0.08
1051.507,0.958,-0.257,-0.5,0.12,-0.003,-0.034
1051.564,0.951,-0.255,-0.505,-0.094,-0.026,-0.08
1051.62,0.957,-0.262,-0.499,0.028,-0.178,0.134
1051.676,0.953,-0.255,-0.505,0.12,-0.323,0.156
1051.732,0.958,-0.254,-0.504,0.303,-0.033,-0.218
1051.789,0.958,-0.262,-0.51,-0.201,0.013,0.118
1051.845,0.949,-0.266,-0.5,-0.163,0.035,0.195
1051.901,0.958,-0.263,-0.485,-0.071,1.875,0.08
1051.958,0.957,-0.257,-0.492,0.028,0.081,-0.08
1052.014,0.949,-0.258,-0.508,-0.018,0.096,0.05
1052.07,0.958,-0.262,-0.504,0.089,0.051,-0.042
1052.126,0.958,-0.262,-0.501,0.066,-0.087,-0.057
1052.183,0.954,-0.26,-0.505,-0.117,-0.01,0.195
1052.239,0.948,-0.262,-0.503,-0.163,0.104,-0.095
1052.296,0.952,-0.259,-0.501,0.02,0.013,-0.004
1052.352,0.955,-0.264,-0.494,-0.079,-0.133,-0.027
1052.408,0.956,-0.265,-0.509,-0.056,0.043,-0.004
1052.465,0.955,-0.256,-0.496,0.127,0.135,0.042
1052.522,0.957,-0.263,-0.498,-0.064,-1.934,-0.004
1052.578,0.951,-0.259,-0.502,0.066,0.081,-0.103
1052.634,0.939,-0.265,-0.515,-0.224,0.173,0.065
1052.69,0.954,-0.261,-0.51,0.165,0.035,-0.05
1052.746,0.951,-0.26,-0.503,0.028,1.89,0.057
1052.802,0.959,-0.262,-0.5,-0.041,0.104,-0.019
1052.858,0.954,-0.262,-0.499,0.059,-0.01,-0.103
1052.914,0.939,-0.262,-0.5,-0.132,-0.049,-0.164
1052.971,0.955,-0.26,-0.503,-0.3,-0.041,0.027
1053.027,0.953,-0.268,-0.511,-0.186,0.142,-0.011
1053.083,0.957,-0.257,-0.503,-0.018,1.883,-0.027
1053.139,0.958,-0.265,-0.499,-0.071,0.043,0.179
1053.195,0.956,-0.26,-0.509,0.135,0.043,0.126
1053.252,0.958,-0.26,-0.506,0.127,0.035,-0.126
1053.308,0.949,-0.263,-0.501,-0.102,0.173,0.011
1053.365,0.956,-0.265,-0.498,-0.155,0.112,0.126
1053.421,0.956,-0.251,-0.5,0.211,0.02,0.088
1053.477,0.961,-0.258,-0.506,-0.086,0.043,0.027
1053.534,0.96,-0.262,-0.501,0.104,-0.087,0.027
1053.59,0.956,-0.261,-0.507,-0.125,-0.033,0.072
1053.646,0.951,-0.27,-0.501,-0.109,0.043,0.011
1053.702,0.958,-0.259,-0.499,0.043,0.02,0.011
1053.758,0.958,-0.262,-0.5,0.043,-0.01,0.004
1053.815,0.953,-0.265,-0.503,-0.056,-0.094,-0.302
1053.871,0.954,-0.261,-0.5,-0.125,0.058,0.034
1053.927,0.953,-0.265,-0.496,-0.018,-2.01,0.08
1053.983,0.958,-0.26,-0.501,0.097,-0.087,0.072
1054.04,0.955,-0.268,-0.504,-0.033,-0.041,-0.355
1054.096,0.952,-0.263,-0.503,-0.01,0.035,-0.134
1054.152,0.938,-0.268,-0.508,-0.148,0.051,0.065
1054.208,0.96,-0.267,-0.5,-0.109,0.02,-0.149
1054.264,0.957,-0.264,-0.497,0.005,-2.01,0.072
1054.32,0.964,-0.257,-0.509,0.211,0.035,-0.111
1054.376,0.952,-0.263,-0.502,-0.224,0.104,-0.157
1054.432,0.961,-0.263,-0.505,-0.048,0.074,0.233
1054.488,0.958,-0.261,-0.5,0.059,0.242,-0.004
1054.544,0.955,-0.265,-0.499,0.127,0.005,0.24
1054.6,0.955,-0.263,-0.503,0.074,-0.171,-0.004
1054.656,0.96,-0.258,-0.503,-0.064,-2.003,-0.019
1054.712,0.955,-0.261,-0.504,0.226,0.081,0.111
1054.768,0.958,-0.259,-0.501,0.02,-0.064,0.072
1054.824,0.953,-0.265,-0.502,-0.071,-0.323,-0.21
1054.881,0.954,-0.259,-0.506,-0.048,1.883,-0.103
1054.937,0.954,-0.266,-0.496,-0.155,0.15,-0.095
1054.993,0.954,-0.257,-0.506,0.104,1.875,-0.225
1055.05,0.958,-0.26,-0.493,-0.178,0.051,0.317
1055.106,0.952,-0.265,-0.512,0.226,-0.064,0.126
1055.163,0.967,-0.261,-0.513,-0.117,-0.056,-0.057
1055.219,0.956,-0.258,-0.5,-0.102,0.051,-0.034
1055.275,0.956,-0.258,-0.495,-0.025,-0.071,0.05
1055.331,0.953,-0.26,-0.506,-0.064,0.135,0.233
1055.388,0.953,-0.261,-0.502,-0.224,-0.018,0.019
1055.444,0.953,-0.258,-0.503,0.02,-0.148,0.134
1055.501,0.957,-0.258,-0.495,-0.277,-2.01,-0.111
1055.557,0.956,-0.258,-0.51,0.051,-0.064,0.088
1055.613,0.958,-0.26,-0.503,0.02,0.028,-0.019
1055.67,0.956,-0.264,-0.499,0.036,0.043,-0.042
1055.726,0.958,-0.263,-0.495,0.089,-0.186,0.08
1055.782,0.954,-0.259,-0.506,0.074,0.058,0.118
1055.838,0.947,-0.258,-0.504,0.051,-0.033,-0.011
1055.895,0.955,-0.262,-0.503,-0.109,-0.171,0.111
1055.951,0.957,-0.264,-0.497,0.173,0.02,0.088
1056.008,0.958,-0.267,-0.5,0.043,-2.003,0.149
1056.064,0.952,-0.26,-0.502,0.249,0.104,-0.073
1056.12,0.962,-0.264,-0.514,-0.209,0.158,-0.042
1056.176,0.955,-0.261,-0.513,0.112,-0.125,0.149
1056.232,0.957,-0.262,-0.505,0.074,0.066,-0.011
1056.289,0.953,-0.26,-0.51,-0.025,0.119,-0.24
1056.345,0.957,-0.269,-0.491,0.081,-0.285,-0.019
1056.402,0.956,-0.259,-0.495,-0.003,0.051,-0.118
1056.458,0.957,-0.26,-0.489,-0.293,-0.11,0.042
1056.514,0.955,-0.262,-0.505,-0.109,-0.018,0.004
1056.571,0.96,-0.268,-0.504,-0.033,-0.239,0.225
1056.627,0.955,-0.267,-0.505,0.226,0.096,-0.034
1056.684,0.953,-0.258,-0.501,-0.094,0.051,0.118
1056.74,0.954,-0.266,-0.504,0.265,0.135,-0.149
1056.796,0.957,-0.264,-0.504,-0.216,-0.041,-0.065
1056.852,0.958,-0.264,-0.498,-0.071,0.089,0.095
1056.909,0.95,-0.26,-0.501,0.097,-0.003,0.103
1056.965,0.956,-0.261,-0.496,-0.056,0.096,-0.202
1057.021,0.954,-0.262,-0.51,0.074,0.066,-0.294
1057.078,0.956,-0.263,-0.505,0.043,-0.071,0.111
1057.134,0.954,-0.264,-0.504,0.15,0.028,-0.126
1057.19,0.951,-0.26,-0.51,0.051,0.104,0.004
1057.246,0.938,-0.256,-0.514,0.135,-2.003,-0.218
1057.303,0.956,-0.261,-0.504,0.005,-1.995,-0.164
1057.36,0.95,-0.263,-0.501,0.257,-0.003,-0.08
1057.416,0.956,-0.263,-0.498,-0.056,-0.041,0.019
1057.472,0.955,-0.259,-0.506,-0.186,-0.087,0.034
1057.529,0.953,-0.26,-0.509,0.028,0.104,0.019
1057.585,0.949,-0.264,-0.501,0.028,-1.926,0.042
1057.642,0.942,-0.255,-0.508,0.066,0.035,0.042
1057.698,0.958,-0.265,-0.502,-0.01,0.165,-0.172
1057.754,0.963,-0.268,-0.504,-0.025,-0.178,0.179
1057.811,0.954,-0.262,-0.492,0.28,-0.026,0.126
1057.867,0.949,-0.261,-0.503,-0.018,-0.041,0.118
1057.924,0.958,-0.263,-0.508,0.104,0.028,0.042
1057.98,0.958,-0.263,-0.501,0.104,-0.14,-0.011
1058.036,0.954,-0.267,-0.499,0.081,-0.01,0.256
1058.093,0.957,-0.26,-0.508,0.043,0.18,0.263
1058.149,0.957,-0.263,-0.505,0.036,0.051,-0.111
1058.205,0.958,-0.26,-0.509,-0.025,1.867,-0.073
1058.262,0.952,-0.267,-0.511,-0.041,0.096,-0.202
1058.318,0.941,-0.26,-0.506,0.15,-0.14,-0.141
1058.374,0.955,-0.255,-0.5,-0.155,-0.133,-0.111
1058.43,0.952,-0.28,-0.499,-0.003,0.096,0.088
1058.486,0.946,-0.27,-0.511,0.066,0.005,0.011
1058.542,0.958,-0.262,-0.503,-0.048,0.058,-0.179
1058.598,0.956,-0.263,-0.507,0.059,-0.01,0.088
1058.654,0.958,-0.261,-0.507,-0.109,-0.155,-0.103
1058.711,0.947,-0.26,-0.501,0.059,0.051,-0.004
1058.767,0.951,-0.263,-0.499,-0.079,-0.056,0.065
1058.823,0.949,-0.251,-0.495,-0.018,0.02,-0.034
1058.88,0.955,-0.257,-0.503,-0.064,0.242,0.141
1058.936,0.959,-0.264,-0.504,-0.163,-0.087,0.027
1058.993,0.955,-0.259,-0.498,-0.079,0.089,0.088
1059.05,0.953,-0.26,-0.504,-0.163,-0.071,0.034
1059.106,0.961,-0.259,-0.498,-0.003,-0.026,-0.011
1059.162,0.956,-0.262,-0.504,-0.071,0.127,0.218
1059.218,0.961,-0.262,-0.511,-0.064,-2.003,0.027
1059.275,0.958,-0.259,-0.496,-0.018,0.203,0.088
1059.331,0.947,-0.259,-0.501,0.104,-0.003,-0.073
1059.387,0.951,-0.261,-0.508,0.028,1.883,-0.317
1059.443,0.958,-0.264,-0.502,0.028,-0.064,0.179
1059.499,0.958,-0.267,-0.504,-0.308,-0.026,-0.095
1059.555,0.957,-0.261,-0.512,-0.094,-0.14,-0.027
1059.612,0.955,-0.261,-0.504,-0.102,-0.018,0.019
1059.668,0.952,-0.262,-0.502,0.074,1.89,0.027
1059.725,0.957,-0.26,-0.505,0.135,0.203,0.019
1059.781,0.957,-0.263,-0.493,-0.14,0.18,0.195
1059.837,0.959,-0.27,-0.504,-0.117,0.112,-0.05
1059.898,0.955,-0.26,-0.502,0.005,0.013,0.08
1059.954,0.95,-0.26,-0.497,-0.109,0.035,-0.172
1060.01,0.938,-0.26,-0.504,-0.033,-0.186,-0.149
1060.066,0.955,-0.258,-0.495,-0.102,-0.033,0.118
1060.122,0.955,-0.257,-0.507,-0.064,0.074,-0.004
1060.178,0.956,-0.261,-0.498,0.043,-0.01,0.034
1060.234,0.953,-0.263,-0.508,-0.254,-0.041,-0.126
1060.291,0.952,-0.279,-0.504,-0.071,0.02,0.072
1060.347,0.952,-0.259,-0.493,-0.14,0.058,0.08
1060.404,0.956,-0.263,-0.508,0.036,1.883,-0.08
1060.46,0.96,-0.263,-0.502,0.013,-0.041,-0.134
1060.516,0.955,-0.263,-0.501,0.036,0.013,0.072
1060.573,0.958,-0.265,-0.504,-0.079,0.081,-0.256
1060.629,0.957,-0.262,-0.498,-0.094,0.043,0.179
1060.685,0.957,-0.26,-0.492,-0.064,0.066,0.103
1060.742,0.957,-0.261,-0.5,0.097,0.165,0.24
1060.798,0.955,-0.26,-0.504,-0.048,0.112,0.187
1060.854,0.958,-0.266,-0.497,0.02,-0.094,0.065
1060.911,0.958,-0.264,-0.486,0.013,0.074,0.004
1060.968,0.957,-0.268,-0.503,0.196,-0.186,0.164
1061.024,0.967,-0.265,-0.506,0.051,0.043,0.034
1061.08,0.953,-0.264,-0.502,-0.025,-0.049,0.05
1061.136,0.957,-0.26,-0.506,-0.033,-0.27,0.05
1061.192,0.955,-0.263,-0.501,-0.056,-0.201,-0.073
1061.248,0.954,-0.259,-0.506,0.127,0.188,-0.134
1061.304,0.95,-0.264,-0.5,-0.056,-0.003,0.011
1061.36,0.955,-0.258,-0.5,-0.041,-0.232,-0.004
1061.416,0.956,-0.26,-0.504,0.158,0.066,0.111
1061.472,0.95,-0.267,-0.507,-0.033,0.013,0.218
1061.529,0.953,-0.256,-0.507,-0.209,-0.171,-0.202
1061.585,0.959,-0.261,-0.499,0.074,-0.026,0.195
1061.641,0.956,-0.28,-0.506,0.059,0.15,0.011
1061.697,0.952,-0.257,-0.499,-0.018,0.142,-0.103
1061.753,0.958,-0.259,-0.507,-0.125,0.173,-0.134
1061.81,0.958,-0.277,-0.492,-0.048,-0.285,0.065
1061.866,0.943,-0.26,-0.515,-0.094,0.173,-0.103
1061.923,0.959,-0.265,-0.497,0.204,0.035,0.019
1061.979,0.956,-0.26,-0.507,0.028,-0.01,0.019
1062.036,0.951,-0.254,-0.508,-0.209,-0.384,0.141
1062.092,0.947,-0.266,-0.507,-0.025,-0.881,0.004
1062.148,0.963,-0.254,-0.495,0.005,3.211,0.141
1062.204,0.965,-0.265,-0.499,0.211,-3.461,-0.263
1062.26,0.956,-0.259,-0.492,-0.178,3.035,0.355
1062.316,0.945,-0.276,-0.508,0.165,-2.102,-0.042
1062.372,0.959,-0.259,-0.496,0.143,1.951,-0.172
1062.428,0.96,-0.259,-0.507,-0.079,-1.339,0.126
1062.485,0.956,-0.242,-0.498,0.097,-0.163,0.164
1062.541,0.959,-0.256,-0.516,-0.3,1.379,0.202
1062.597,0.951,-0.268,-0.498,0.036,-1.216,-0.164
1062.653,0.959,-0.269,-0.505,-0.018,1.906,0.08
1062.709,0.96,-0.256,-0.499,-0.132,0.654,0.385
1062.765,0.959,-0.255,-0.494,0.173,-0.911,-0.118
1062.822,0.952,-0.266,-0.517,0.005,-0.056,0.095
1062.879,0.956,-0.272,-0.489,0.036,-2.133,-0.011
1062.935,0.958,-0.253,-0.511,0.036,0.593,-0.073
1062.991,0.955,-0.256,-0.495,0.005,-0.178,-0.111
1063.047,0.957,-0.262,-0.5,-0.125,0.226,-0.057
1063.103,0.953,-0.268,-0.499,-0.048,0.616,0.317
1063.16,0.957,-0.273,-0.493,0.28,-0.43,0.363
1063.216,0.961,-0.253,-0.512,-0.025,-0.781,-0.073
1063.273,0.962,-0.258,-0.496,-0.064,0.577,0.141
1063.329,0.951,-0.263,-0.501,-0.071,-1.224,-0.08
1063.385,0.961,-0.268,-0.492,-0.193,0.394,0.149
1063.442,0.958,-0.258,-0.496,0.181,-0.186,-0.027
1063.498,0.968,-0.259,-0.508,0.127,-0.201,-0.065
1063.554,0.956,-0.269,-0.494,0.013,0.867,0.279
1063.611,0.954,-0.261,-0.51,0.036,-1.262,-0.042
1063.667,0.956,-0.263,-0.502,0.112,0.348,0.05
1063.724,0.953,-0.261,-0.502,-0.003,-0.652,0.072
1063.78,0.959,-0.259,-0.496,-0.048,0.463,0.027
1063.836,0.957,-0.265,-0.504,0.074,0.555,0.141
1063.892,0.955,-0.267,-0.496,0.036,-0.415,-0.034
1063.948,0.953,-0.262,-0.51,-0.071,0.547,0.065
1064.005,0.956,-0.264,-0.504,-0.14,-0.308,0.218
1064.061,0.956,-0.268,-0.492,0.02,0.333,-0.248
1064.117,0.958,-0.261,-0.497,-0.048,-0.01,0.149
1064.174,0.964,-0.258,-0.5,0.158,-1.094,-0.042
1064.23,0.95,-0.281,-0.506,-0.163,1.219,-0.05
1064.286,0.959,-0.269,-0.498,-0.01,-0.728,0.027
1064.342,0.956,-0.265,-0.499,0.097,0.883,0.156
1064.399,0.964,-0.262,-0.494,-0.064,-0.758,-0.355
1064.455,0.951,-0.262,-0.51,-0.086,-0.407,-0.088
1064.511,0.956,-0.264,-0.5,-0.132,0.325,0.019
1064.568,0.957,-0.261,-0.502,-0.025,-0.133,0.141
1064.624,0.956,-0.254,-0.499,0.081,-0.018,-0.034
1064.681,0.95,-0.253,-0.508,-0.041,-0.133,-0.141
1064.737,0.949,-0.268,-0.498,-0.01,0.119,-0.011
1064.794,0.959,-0.261,-0.506,0.074,-0.339,0.218
1064.85,0.955,-0.262,-0.505,-0.17,0.043,0.462
1064.906,0.952,-0.265,-0.498,0.181,-0.194,0.019
1064.962,0.963,-0.262,-0.499,-0.178,0.547,0.072
1065.018,0.953,-0.262,-0.499,0.074,-0.369,0.042
1065.075,0.957,-0.264,-0.5,-0.17,0.707,0.042
1065.131,0.95,-0.253,-0.506,-0.102,-0.835,-0.21
1065.188,0.965,-0.255,-0.5,-0.163,0.982,0.103
1065.244,0.957,-0.262,-0.503,-0.132,-0.606,0.034
1065.3,0.949,-0.268,-0.505,-0.422,-0.514,-0.324
1065.356,0.956,-0.259,-0.503,-0.102,-0.14,0.393
1065.412,0.959,-0.263,-0.492,-0.17,0.104,0.057
1065.468,0.951,-0.264,-0.498,-0.193,0.005,0.141
1065.525,0.955,-0.266,-0.498,-0.224,-0.14,0.027
1065.581,0.959,-0.258,-0.494,-0.025,0.348,0.088
1065.637,0.952,-0.257,-0.499,-0.125,0.31,-0.103
1065.693,0.955,-0.259,-0.499,0.066,-0.194,0.156
1065.75,0.952,-0.261,-0.5,0.051,-0.194,0.065
1065.806,0.951,-0.265,-0.496,0.234,-0.369,-0.134
1065.862,0.954,-0.264,-0.506,-0.071,-0.018,-0.332
1065.919,0.955,-0.268,-0.495,0.158,0.287,-0.004
1065.976,0.954,-0.254,-0.505,-0.155,-0.026,0.08
1066.032,0.949,-0.26,-0.504,-0.109,0.119,0.011
1066.088,0.957,-0.253,-0.505,0.036,-1.995,0.019
1066.145,0.954,-0.262,-0.5,-0.064,-0.094,0.095
1066.201,0.961,-0.263,-0.504,0.059,-0.033,-0.05
1066.257,0.953,-0.262,-0.506,0.051,-0.148,-0.149
1066.314,0.955,-0.26,-0.498,-0.071,-0.056,-0.172
1066.37,0.954,-0.265,-0.502,-0.102,0.058,-0.157
1066.426,0.954,-0.262,-0.504,-0.132,-0.041,-0.027
1066.482,0.956,-0.266,-0.504,0.135,0.074,-0.141
1066.539,0.951,-0.263,-0.505,0.036,-0.323,-0.042
1066.595,0.957,-0.266,-0.503,0.127,-0.056,0.126
1066.651,0.95,-0.261,-0.506,0.44,-0.232,0.065
1066.707,0.957,-0.26,-0.511,-0.071,0.448,0.195
1066.764,0.955,-0.258,-0.502,-0.041,-0.087,0.118
1066.82,0.957,-0.263,-0.5,0.226,-0.01,0.004
1066.876,0.949,-0.261,-0.503,0.066,0.142,0.172
1066.932,0.96,-0.258,-0.497,0.059,0.165,-0.057
1066.988,0.962,-0.266,-0.513,0.036,0.028,-0.118
1067.044,0.956,-0.266,-0.505,-0.338,0.112,0.08
1067.1,0.963,-0.265,-0.495,0.051,-0.293,-0.027
1067.156,0.951,-0.265,-0.498,-0.247,0.013,-0.21
1067.212,0.957,-0.26,-0.505,-0.041,-0.018,0.286
1067.268,0.954,-0.26,-0.501,-0.094,0.158,0.027
1067.325,0.958,-0.26,-0.51,0.173,-0.194,0.118
1067.381,0.96,-0.261,-0.515,-0.041,0.272,0.218
1067.438,0.949,-0.261,-0.505,-0.293,-0.842,-0.454
1067.494,0.949,-0.257,-0.501,0.15,0.074,0.027
1067.55,0.953,-0.265,-0.51,-0.209,-0.377,0.095
1067.606,0.955,-0.261,-0.501,-0.048,0.455,0.072
1067.662,0.955,-0.265,-0.5,-0.086,-0.064,-0.172
1067.719,0.953,-0.262,-0.497,0.165,0.196,0.095
1067.776,0.941,-0.265,-0.506,0.097,-0.102,-0.095
1067.832,0.955,-0.26,-0.495,0.173,-0.094,-0.034
1067.888,0.952,-0.26,-0.505,-0.117,1.883,-0.073
1067.944,0.945,-0.262,-0.51,0.036,-0.003,0.034
1068.0,0.951,-0.26,-0.499,-0.148,0.013,0.034
1068.056,0.959,-0.263,-0.495,-0.285,0.318,0.134
1068.112,0.95,-0.269,-0.495,0.188,0.15,0.21
1068.168,0.953,-0.264,-0.502,-0.102,-0.522,-0.019
1068.225,0.952,-0.261,-0.509,-0.148,-0.239,0.004
1068.282,0.958,-0.263,-0.51,-0.17,0.249,0.034
1068.338,0.951,-0.259,-0.504,-0.033,-0.323,0.042
1068.394,0.962,-0.264,-0.505,-0.109,0.341,0.149
1068.45,0.958,-0.261,-0.505,-0.041,-0.774,-0.027
1068.506,0.96,-0.25,-0.497,0.051,1.295,-0.011
1068.562,0.952,-0.262,-0.5,0.158,-1.835,-0.111
1068.619,0.96,-0.261,-0.498,-0.025,1.013,0.271
1068.675,0.954,-0.256,-0.505,-0.071,-0.56,0.057
1068.732,0.959,-0.267,-0.507,-0.27,0.31,0.065
1068.788,0.957,-0.258,-0.499,-0.132,0.119,-0.103
1068.845,0.956,-0.26,-0.502,-0.071,0.104,-0.034
1068.901,0.954,-0.264,-0.496,-0.14,0.02,0.141
1068.958,0.955,-0.268,-0.499,0.074,-0.224,0.011
1069.014,0.958,-0.269,-0.505,-0.071,0.096,-0.195
1069.07,0.96,-0.254,-0.5,-0.094,-0.522,-0.042
1069.126,0.952,-0.259,-0.508,-0.155,0.638,0.118
1069.182,0.945,-0.265,-0.5,0.196,-1.178,-0.286
1069.238,0.952,-0.261,-0.5,0.12,0.974,0.134
1069.294,0.962,-0.255,-0.505,-0.132,0.112,0.225
1069.35,0.956,-0.269,-0.497,0.226,-0.331,-0.294
1069.406,0.953,-0.258,-0.505,-0.033,-1.01,-0.05
