time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll_raw,pitch_raw,roll_filtered,pitch_filtered
1059.499,0.958,-0.267,-0.504,-0.308,-0.026,-0.095,-152.08706154272343,-59.23211136918756,-152.5535756539396,-59.16739535334012
1059.555,0.957,-0.261,-0.512,-0.094,-0.14,-0.027,-152.98907627098953,-59.01481513226624,-152.58995063799563,-59.16018480473055
1059.612,0.955,-0.261,-0.504,-0.102,-0.018,0.019,-152.6222972286683,-59.276335049786304,-152.59976438403518,-59.16490542282754
1059.668,0.952,-0.262,-0.502,0.074,1.89,0.027,-152.43938777261386,-59.25544960187774,-152.58693218822776,-59.06872651026645
1059.725,0.957,-0.26,-0.505,0.135,0.203,0.019,-152.75825848264267,-59.30992242521258,-152.5935604562661,-59.07110048728823
1059.781,0.957,-0.263,-0.493,-0.14,0.18,0.195,-151.92148129456064,-59.72057617239623,-152.55633911212254,-59.10383238462096
1059.837,0.959,-0.27,-0.504,-0.117,0.112,-0.05,-151.82140989004085,-59.19616727424692,-152.51215891455792,-59.1027424018124
1059.898,0.955,-0.26,-0.502,0.005,0.013,0.08,-152.61908305950791,-59.375564669548346,-152.51854565272313,-59.11947762663868
1059.954,0.95,-0.26,-0.497,-0.109,0.035,-0.172,-152.38418711046916,-59.44149565886044,-152.51432923082803,-59.13924988491452
1060.01,0.938,-0.26,-0.504,-0.033,-0.186,-0.149,-152.7120120544845,-58.84296820554587,-152.5290405276093,-59.12804709725165
1060.066,0.955,-0.258,-0.495,-0.102,-0.033,0.118,-152.47092812754337,-59.69353182178113,-152.52990736126492,-59.16834676216046
1060.122,0.955,-0.257,-0.507,-0.064,0.074,-0.004,-153.11939697277333,-59.2388434133453,-152.5737971701935,-59.169720987692074
1060.178,0.956,-0.261,-0.498,0.043,-0.01,0.034,-152.34112889497263,-59.53904132265889,-152.55603954754872,-59.19643528836729
1060.234,0.953,-0.263,-0.508,-0.254,-0.041,-0.126,-152.62865019102762,-59.02550986935224,-152.5745381116265,-59.18790495823837
1060.291,0.952,-0.279,-0.504,-0.071,0.02,0.072,-151.03233935393598,-58.82120206569269,-152.47120894478326,-59.16218633034301
1060.347,0.952,-0.259,-0.493,-0.14,0.058,0.08,-152.28458576159235,-59.673569050749066,-152.46264096813505,-59.1948811957692
1060.404,0.956,-0.263,-0.508,0.036,1.883,-0.08,-152.62865019102762,-59.10491451872734,-152.46897499045014,-59.08995765362888
1060.46,0.96,-0.263,-0.502,0.013,-0.041,-0.134,-152.34975997087932,-59.44517388002012,-152.45708710420303,-59.118037765266166
1060.516,0.955,-0.263,-0.501,0.036,0.013,0.072,-152.30276854779072,-59.35334004038305,-152.44132344575425,-59.13567334468958
1060.573,0.958,-0.265,-0.504,-0.079,0.081,-0.256,-152.26489133756212,-59.27334966487846,-152.42970787895294,-59.1434299285312
1060.629,0.957,-0.262,-0.498,-0.094,0.043,0.179,-152.25094388478502,-59.54452308225526,-152.4183399198357,-59.17181788636906
1060.685,0.957,-0.26,-0.492,-0.064,0.066,0.103,-152.14555091886174,-59.82293319079989,-152.39850144278466,-59.21721670123251
1060.742,0.957,-0.261,-0.5,0.097,0.165,0.24,-152.43544106570084,-59.48639719497531,-152.39108860377473,-59.23217750696956
1060.798,0.955,-0.26,-0.504,-0.048,0.112,0.187,-152.7120120544845,-59.29669649774708,-152.41126492387127,-59.23627921527831
1060.854,0.958,-0.266,-0.497,0.02,-0.094,0.065,-151.84380855172742,-59.52658787445317,-152.36676300408192,-59.26695176068345
1060.911,0.958,-0.264,-0.486,0.013,0.074,0.004,-151.48875370589127,-60.00118948930941,-152.29971384421745,-59.320404922900174
1060.968,0.957,-0.268,-0.503,0.196,-0.186,0.164,-151.95116701244223,-59.22409226030301,-152.25796518259136,-59.33136658150665
1061.024,0.967,-0.265,-0.506,0.051,0.043,0.034,-152.3582559175115,-59.43028106932857,-152.25465605484055,-59.3434445611934
1061.08,0.953,-0.264,-0.502,-0.025,-0.049,0.05,-152.26027883643468,-59.24064858529481,-152.24894564081742,-59.346469720211395
1061.136,0.957,-0.26,-0.506,-0.033,-0.27,0.05,-152.8043603594678,-59.270567160645435,-152.2819165425184,-59.362649208343356
1061.192,0.955,-0.263,-0.501,-0.056,-0.201,-0.073,-152.30276854779072,-59.35334004038305,-152.280064585585,-59.37966161875806
1061.248,0.954,-0.259,-0.506,0.127,0.188,-0.134,-152.89401339733217,-59.21171410470794,-152.3099447930277,-59.365321458280114
1061.304,0.95,-0.264,-0.5,-0.056,-0.003,0.011,-152.16594605944917,-59.23993158304231,-152.29798527852503,-59.36355406420484
1061.36,0.955,-0.258,-0.5,-0.041,-0.232,-0.004,-152.70626595652075,-59.49544749553422,-152.3233099585057,-59.39131704340994
1061.416,0.956,-0.26,-0.504,0.158,0.066,0.111,-152.7120120544845,-59.32301532656886,-152.33774576121698,-59.389879908281145
1061.472,0.95,-0.267,-0.507,-0.033,0.013,0.218,-152.22748822645096,-58.9030417642755,-152.3283243817342,-59.362007091183074
1061.529,0.953,-0.256,-0.507,-0.209,-0.171,-0.202,-153.20937605328797,-59.20604861311736,-152.39684395763473,-59.36591981366402
1061.585,0.959,-0.261,-0.499,0.074,-0.026,0.195,-152.3883591816724,-59.578052680642635,-152.39048976803457,-59.387232251625
1061.641,0.956,-0.28,-0.506,0.059,0.15,0.011,-151.04162654526047,-58.82937798810239,-152.29184457397164,-59.34632880775289
1061.697,0.952,-0.257,-0.499,-0.018,0.142,-0.103,-152.75017131591287,-59.47666878152859,-152.31991191923598,-59.352477678606746
1061.753,0.958,-0.259,-0.507,-0.125,0.173,-0.134,-152.93986799890754,-59.27765771152457,-152.3657186414821,-59.34304618118243
1061.81,0.958,-0.277,-0.492,-0.048,-0.285,0.065,-150.62013520716775,-59.48612899002349,-152.24450155022507,-59.37281623219415
1061.866,0.943,-0.26,-0.515,-0.094,0.173,-0.103,-153.21287327022856,-58.542480126921035,-152.31058653248527,-59.31101996787146
1061.923,0.959,-0.265,-0.497,0.204,0.035,0.019,-151.93349695754702,-59.57363537400924,-152.26942089490606,-59.33065275517766
1061.979,0.956,-0.26,-0.507,0.028,-0.01,0.019,-152.85031830221683,-59.204890631539456,-152.30351891286304,-59.32615246718696
1062.036,0.951,-0.254,-0.508,-0.209,-0.384,0.141,-153.434948822922,-59.153282339930506,-152.3896337004086,-59.338005142144446
1062.092,0.947,-0.266,-0.507,-0.025,-0.881,0.004,-152.31603289235483,-58.84344583426182,-152.38454774812357,-59.352566715803974
1062.148,0.963,-0.254,-0.495,0.005,3.211,0.141,-152.83622050971567,-59.98323443838363,-152.41425300388767,-59.23098403861999
1062.204,0.965,-0.265,-0.499,0.211,-3.461,-0.263,-152.02892141757218,-59.65131944228982,-152.3759999783474,-59.44411453975384
1062.26,0.956,-0.259,-0.492,-0.178,3.035,0.355,-152.23665995352374,-59.817784789730666,-152.3743404725044,-59.31594867572614
1062.316,0.945,-0.276,-0.508,0.165,-2.102,-0.042,-151.48445318953569,-58.542414043402395,-152.30239023463443,-59.37692803235782
1062.372,0.959,-0.259,-0.496,0.143,1.951,-0.172,-152.42745303569362,-59.737587855679024,-152.30024242748507,-59.303591892740066
1062.428,0.96,-0.259,-0.507,-0.079,-1.339,0.126,-152.93986799890754,-59.3301092314074,-152.3456548875656,-59.379474415362715
1062.485,0.956,-0.242,-0.498,0.097,-0.163,0.164,-154.08285409130355,-59.92189534442195,-152.45938166336992,-59.43002785761076
1062.541,0.959,-0.256,-0.516,-0.3,1.379,0.202,-153.6128854543324,-59.00928270940808,-152.5569496184288,-59.33419073678115
1062.597,0.951,-0.268,-0.498,0.036,-1.216,-0.164,-151.7129677737343,-59.26122226532964,-152.50064319859945,-59.39701585644062
1062.653,0.959,-0.269,-0.505,-0.018,1.906,0.08,-151.95696498892687,-59.178061084021486,-152.46626321432547,-59.286712519903055
1062.709,0.96,-0.256,-0.499,-0.132,0.654,0.385,-152.8409947142412,-59.70635028251154,-152.5004394801991,-59.28573374520792
1062.765,0.959,-0.255,-0.494,0.173,-0.911,-0.118,-152.6974734842709,-59.89911931807779,-152.5071412954756,-59.380683407005215
1062.822,0.952,-0.266,-0.517,0.005,-0.056,0.095,-152.77387301133658,-58.586273710445056,-152.5279139946795,-59.33464977917796
1062.879,0.956,-0.272,-0.489,0.036,-2.133,-0.011,-150.91555953171573,-59.659067635798536,-152.41698437230443,-59.47481205470508
1062.935,0.958,-0.253,-0.511,0.036,0.593,-0.073,-153.65963700254653,-59.23888691961965,-152.5011455975969,-59.43232743970145
1062.991,0.955,-0.256,-0.495,0.005,-0.178,-0.111,-152.65327320478616,-59.73476006467094,-152.51370514104224,-59.46699567258827
1063.047,0.957,-0.262,-0.5,-0.125,0.226,-0.057,-152.34546152475534,-59.465808202326336,-152.5110950515483,-59.460112386825294
1063.103,0.953,-0.268,-0.499,-0.048,0.616,0.317,-151.76090414270442,-59.27492893638727,-152.46370081487808,-59.42014237803738
1063.16,0.957,-0.273,-0.493,0.28,-0.43,0.363,-151.024397270386,-59.50780068828924,-152.34946429498785,-59.453791008473935
1063.216,0.961,-0.253,-0.512,-0.025,-0.781,-0.073,-153.7041517574458,-59.27805195793047,-152.44258061086168,-59.48706484447051
1063.273,0.962,-0.258,-0.496,-0.064,0.577,0.141,-152.51829456653672,-59.83599690427791,-152.45174156572793,-59.485127155829105
1063.329,0.951,-0.263,-0.501,-0.071,-1.224,-0.08,-152.30276854779072,-59.24776980710786,-152.44572595184172,-59.53750847004148
1063.385,0.961,-0.268,-0.492,-0.193,0.394,0.149,-151.4221874983153,-59.75807788294969,-152.38497942985944,-59.536763900558526
1063.442,0.958,-0.258,-0.496,0.181,-0.186,-0.027,-152.51829456653672,-59.732175799722384,-152.38280596369478,-59.565257656591605
1063.498,0.968,-0.259,-0.508,0.127,-0.201,-0.065,-152.98557937421407,-59.49915209150874,-152.4165832056278,-59.576455639841605
1063.554,0.956,-0.269,-0.494,0.013,0.867,0.279,-151.43018716285232,-59.52827364701435,-152.34710171523685,-59.53307836032034
1063.611,0.954,-0.261,-0.51,0.036,-1.262,-0.042,-152.89823590832015,-59.013914385967304,-152.38120375147952,-59.569125465021486
1063.667,0.956,-0.263,-0.502,0.112,0.348,0.05,-152.34975997087932,-59.340339475565585,-152.37204546747714,-59.538989139947994
1063.724,0.953,-0.261,-0.502,-0.003,-0.652,0.072,-152.52916216281136,-59.30240448642564,-152.38193155460215,-59.560628318019624
1063.78,0.959,-0.259,-0.496,-0.048,0.463,0.027,-152.42745303569362,-59.737587855679024,-152.38674073880674,-59.551702410759866
1063.836,0.957,-0.265,-0.504,0.074,0.555,0.141,-152.26489133756212,-59.24706101163672,-152.37364471857157,-59.504903909271476
1063.892,0.955,-0.267,-0.496,0.036,-0.415,-0.034,-151.7061332299341,-59.466145850725596,-152.32436398704425,-59.526564744724915
1063.948,0.953,-0.262,-0.51,-0.071,0.547,0.065,-152.8092787536748,-58.967241444729126,-152.35937455311662,-59.46179453703409
1064.005,0.956,-0.264,-0.504,-0.14,-0.308,0.218,-152.35402463626133,-59.24129347753553,-152.365019563464,-59.464320854179874
1064.061,0.956,-0.268,-0.492,0.02,0.333,-0.248,-151.4221874983153,-59.62786448480603,-152.2970285442463,-59.45934114197134
1064.117,0.958,-0.261,-0.497,-0.048,-0.01,0.149,-152.29374956733488,-59.630747586311955,-152.29595191770895,-59.47315071393392
1064.174,0.964,-0.258,-0.5,0.158,-1.094,-0.042,-152.70626595652075,-59.72995631711979,-152.31269518357107,-59.55079042927803
1064.23,0.95,-0.281,-0.506,-0.163,1.219,-0.05,-150.95501089991183,-58.648060554417505,-152.22431793143193,-59.42663698444999
1064.286,0.959,-0.269,-0.498,-0.01,-0.728,0.027,-151.6238280307313,-59.45062313809222,-152.17780762674514,-59.46663511077866
1064.342,0.956,-0.265,-0.499,0.097,0.883,0.156,-152.02892141757218,-59.41669563503114,-152.15588077825933,-59.41751386142798
1064.399,0.964,-0.262,-0.494,-0.064,-0.758,-0.355,-152.0601140423526,-59.883688825904954,-152.14568463612028,-59.49049657362021
1064.455,0.951,-0.262,-0.51,-0.086,-0.407,-0.088,-152.8092787536748,-58.91404312249494,-152.18929171845568,-59.47286783468753
1064.511,0.956,-0.264,-0.5,-0.132,0.325,0.019,-152.16594605944917,-59.39823117462653,-152.1889240716864,-59.45073809554258
1064.568,0.957,-0.261,-0.502,-0.025,-0.133,0.141,-152.52916216281136,-59.40764422475577,-152.20813603610972,-59.45466792957072
1064.624,0.956,-0.254,-0.499,0.081,-0.018,-0.034,-153.02308529760313,-59.642641780975474,-152.25560738679175,-59.468444229321314
1064.681,0.95,-0.253,-0.508,-0.041,-0.133,-0.141,-153.5252494250873,-59.1465826793115,-152.34280207863506,-59.453264411084085
1064.737,0.949,-0.268,-0.498,-0.01,0.119,-0.011,-151.7129677737343,-59.208204265396375,-152.29889019675963,-59.42949701228329
1064.794,0.959,-0.261,-0.506,0.074,-0.339,0.218,-152.7148512551617,-59.302856208356694,-152.3219511317824,-59.4376273319182
1064.85,0.955,-0.262,-0.505,-0.17,0.043,0.462,-152.5791792802091,-59.21660710602047,-152.34764570152356,-59.418695715240425
1064.906,0.952,-0.265,-0.498,0.181,-0.194,0.019,-151.98128385290926,-59.3506795986555,-152.31219361889535,-59.422310523192145
1064.962,0.963,-0.262,-0.499,-0.178,0.547,0.072,-152.29827694532324,-59.66150533036645,-152.3192224387351,-59.40851208510506
1065.018,0.953,-0.262,-0.499,0.074,-0.369,0.042,-152.29827694532324,-59.400115516856104,-152.31258552365935,-59.425795279867245
1065.075,0.957,-0.264,-0.5,-0.17,0.707,0.042,-152.16594605944917,-59.42447149613422,-152.31002184231193,-59.3867632683875
1065.131,0.95,-0.253,-0.506,-0.102,-0.835,-0.21,-153.434948822922,-59.22619269011874,-152.3918649038367,-59.41777496384035
1065.188,0.965,-0.255,-0.5,-0.163,0.982,0.103,-152.97841840882296,-59.81652479246913,-152.44197015796462,-59.39164819824742
1065.244,0.957,-0.262,-0.503,-0.132,-0.606,0.034,-152.4861306992901,-59.34784806711403,-152.45374966843968,-59.419361961828
1065.3,0.949,-0.268,-0.505,-0.422,-0.514,-0.324,-152.045417578269,-58.933933823643926,-152.44925393154904,-59.41142330486233
1065.356,0.956,-0.259,-0.503,-0.102,-0.14,0.393,-152.75558406745677,-59.3827683282881,-152.47686307819427,-59.41469235264589
1065.412,0.959,-0.263,-0.492,-0.17,0.104,0.057,-151.87314129476422,-59.81199409597515,-152.4454049951503,-59.434768245687664
1065.468,0.951,-0.264,-0.498,-0.193,0.005,0.141,-152.07102129131908,-59.34517329406365,-152.4298165189675,-59.42701652814465
1065.525,0.955,-0.266,-0.498,-0.224,-0.14,0.027,-151.89169574467448,-59.40876086613559,-152.4038422928746,-59.431696679087196
1065.581,0.959,-0.258,-0.494,-0.025,0.348,0.088,-152.4234109535531,-59.83733821066038,-152.4049270710597,-59.44024880058922
1065.637,0.952,-0.257,-0.499,-0.125,0.31,-0.103,-152.75017131591287,-59.47666878152859,-152.4338865658512,-59.42600460201406
1065.693,0.955,-0.259,-0.499,0.066,-0.194,0.156,-152.5689687791425,-59.514535313560856,-152.43899286146555,-59.44175448055667
1065.75,0.952,-0.261,-0.5,0.051,-0.194,0.065,-152.43544106570084,-59.354944107066366,-152.43548447608055,-59.44565743699518
1065.806,0.951,-0.265,-0.496,0.234,-0.369,-0.134,-151.88556009501372,-59.4029791292136,-152.38453301758867,-59.46137254299347
1065.862,0.954,-0.264,-0.506,-0.071,-0.018,-0.332,-152.4471884232822,-59.11007709152257,-152.39093078195646,-59.43723154767093
1065.919,0.955,-0.268,-0.495,0.158,0.287,-0.004,-151.56825904397527,-59.48417148677466,-152.3237984385648,-59.42384542928622
1065.976,0.954,-0.254,-0.505,-0.155,-0.026,0.08,-153.29896225979954,-59.351721543662535,-152.3966084063298,-59.41891426862258
1066.032,0.949,-0.26,-0.504,-0.109,0.119,0.011,-152.7120120544845,-59.137924209355184,-152.42302328634827,-59.39175205631662
1066.088,0.957,-0.253,-0.505,0.036,-1.995,0.019,-153.38958400301678,-59.45047170207575,-152.48778766072894,-59.497805130293386
1066.145,0.954,-0.262,-0.5,-0.064,-0.094,0.095,-152.34546152475534,-59.387027645136534,-152.48274673575014,-59.49295787645803
1066.201,0.961,-0.263,-0.504,0.059,-0.033,-0.05,-152.44330343688233,-59.392941511699846,-152.47806663077958,-59.48539849063887
1066.257,0.953,-0.262,-0.506,0.051,-0.148,-0.149,-152.62548617392648,-59.12442993774181,-152.48671872031414,-59.465486213585066
1066.314,0.955,-0.26,-0.498,-0.071,-0.056,-0.172,-152.43146294556178,-59.53348651041949,-152.48803206974193,-59.46984404699899
1066.37,0.954,-0.265,-0.502,-0.102,0.058,-0.157,-152.1709444449872,-59.246370554430506,-152.47253556127,-59.44813542841058
1066.426,0.954,-0.262,-0.504,-0.132,-0.041,-0.027,-152.53272766139187,-59.229540613710654,-152.48417123444068,-59.431482442415444
1066.482,0.956,-0.266,-0.504,0.135,0.074,-0.141,-152.17590361574673,-59.200117975927554,-152.45639329392992,-59.40750676551382
1066.539,0.951,-0.263,-0.505,0.036,-0.323,-0.042,-152.48985672320333,-59.09030380691286,-152.45687082007163,-59.397992849003245
1066.595,0.957,-0.266,-0.503,0.127,-0.056,0.126,-152.1289033754148,-59.26555230162482,-152.42758155688787,-59.386518518779226
1066.651,0.95,-0.261,-0.506,0.44,-0.232,0.065,-152.7148512551617,-59.0651718466119,-152.42408840612302,-59.37082046182025
1066.707,0.957,-0.26,-0.511,-0.071,0.448,0.195,-153.03272296916714,-59.07403134088951,-152.4701890023551,-59.320723851717084
1066.764,0.955,-0.258,-0.502,-0.041,-0.087,0.118,-152.79936402875168,-59.41632192160331,-152.49664004419722,-59.32518855052737
1066.82,0.957,-0.263,-0.5,0.226,-0.01,0.004,-152.25562983051745,-59.4451662258402,-152.47014446193978,-59.327573747958134
1066.876,0.949,-0.261,-0.503,0.066,0.142,0.172,-152.57580263647642,-59.156997626500605,-152.47560505814997,-59.30210633719067
1066.932,0.96,-0.258,-0.497,0.059,0.165,-0.057,-152.5655109222079,-59.744636371991426,-152.48055609901772,-59.31771161861596
1066.988,0.962,-0.266,-0.513,0.036,0.028,-0.118,-152.5924245621816,-59.00724176537925,-152.48841745713978,-59.289101838943516
1067.044,0.956,-0.266,-0.505,-0.338,0.112,0.08,-152.22275820678058,-59.16101860537584,-152.4897871686463,-59.268157590217136
1067.1,0.963,-0.265,-0.495,0.051,-0.293,-0.027,-151.8374726256764,-59.75593717400462,-152.44346063118465,-59.31082964607259
1067.156,0.951,-0.265,-0.498,-0.247,0.013,-0.21,-151.98128385290926,-59.32426404278409,-152.42452511672664,-59.3056179619586
1067.212,0.957,-0.26,-0.505,-0.041,-0.018,0.286,-152.75825848264267,-59.30992242521258,-152.44909716814783,-59.30142945945585
1067.268,0.954,-0.26,-0.501,-0.094,0.158,0.027,-152.57239924249382,-59.388722028898485,-152.46251555592028,-59.293843801298465
1067.325,0.958,-0.26,-0.51,0.173,-0.194,0.118,-152.98733465206146,-59.139661112914034,-152.48999427696992,-59.28813959637742
1067.381,0.96,-0.261,-0.515,-0.041,0.272,0.218,-153.12428536342998,-58.97654337075612,-152.53747564184533,-59.24680920222886
1067.438,0.949,-0.261,-0.505,-0.293,-0.842,-0.454,-152.66864656179987,-59.07802156896875,-152.5647916893254,-59.273506606061346
1067.494,0.949,-0.257,-0.501,0.15,0.074,0.027,-152.84335337909627,-59.31799396307762,-152.5791701813199,-59.26618248114675
1067.55,0.953,-0.265,-0.51,-0.209,-0.377,0.095,-152.54325771540013,-58.90649277239375,-152.5909988027768,-59.25440649392618
1067.606,0.955,-0.261,-0.501,-0.048,0.455,0.072,-152.48237518212156,-59.394514523931456,-152.58928428831777,-59.233207338541206
1067.662,0.955,-0.265,-0.5,-0.086,-0.064,-0.172,-152.07641028486162,-59.3511819948911,-152.56125572762951,-59.2378734884993
1067.719,0.953,-0.262,-0.497,0.165,0.196,0.095,-152.2034617060853,-59.47901985584585,-152.5296946180214,-59.237507990087444
1067.776,0.941,-0.265,-0.506,0.097,-0.102,-0.095,-152.3582559175115,-58.74199953075618,-152.51394031338953,-59.20228225909157
1067.832,0.955,-0.26,-0.495,0.173,-0.094,-0.034,-152.2891859847469,-59.65208645527955,-152.49024528448498,-59.231355947241106
1067.888,0.952,-0.26,-0.505,-0.117,1.883,-0.073,-152.75825848264267,-59.17802534372759,-152.51546316520879,-59.12337151036851
1067.944,0.945,-0.262,-0.51,0.036,-0.003,0.034,-152.8092787536748,-58.753459317210115,-152.53503404371847,-59.09179339086776
1068.0,0.951,-0.26,-0.499,-0.148,0.013,0.034,-152.4785898201591,-59.38869707474893,-152.54047074721205,-59.104947790597684
1068.056,0.959,-0.263,-0.495,-0.285,0.318,0.134,-152.01770468790866,-59.69395430763819,-152.5205336196455,-59.12311289286323
1068.112,0.95,-0.269,-0.495,0.188,0.15,0.21,-151.47882395274854,-59.331157113418776,-152.43881912135143,-59.12484460835326
1068.168,0.953,-0.264,-0.502,-0.102,-0.522,-0.019,-152.26027883643468,-59.24064858529481,-152.4300073775305,-59.15564945534437
1068.225,0.952,-0.261,-0.509,-0.148,-0.239,0.004,-152.85260364302823,-59.00015809779759,-152.46506284797908,-59.15320248873411
1068.282,0.958,-0.263,-0.51,-0.17,0.249,0.034,-152.72046327873832,-59.079374695551785,-152.49056160623977,-59.130195556924
1068.338,0.951,-0.259,-0.504,-0.033,-0.323,0.042,-152.80187205149088,-59.21136151608014,-152.513176384043,-59.147969105769455
1068.394,0.962,-0.264,-0.505,-0.109,0.341,0.149,-152.4006789730257,-59.35952052445653,-152.51093832942968,-59.14034092973883
1068.45,0.958,-0.261,-0.505,-0.041,-0.774,-0.027,-152.66864656179987,-59.315897126641275,-152.52368331637294,-59.18879686962869
1068.506,0.96,-0.25,-0.497,0.051,1.295,-0.011,-153.29677598905906,-59.90702316583616,-152.5746860325257,-59.167397896072416
1068.562,0.952,-0.262,-0.5,0.158,-1.835,-0.111,-152.34546152475534,-59.33430305615296,-152.55211598598197,-59.272462001718154
1068.619,0.96,-0.261,-0.498,-0.025,1.013,0.271,-152.34112889497263,-59.643474112334076,-152.53991944146262,-59.24246725686062
1068.675,0.954,-0.256,-0.505,-0.071,-0.56,0.057,-153.118150742791,-59.311665529966035,-152.58446566658677,-59.275334127901516
1068.732,0.959,-0.267,-0.507,-0.27,0.31,0.065,-152.22748822645096,-59.14144707347586,-152.57585978569247,-59.24852388039872
1068.788,0.957,-0.258,-0.499,-0.132,0.119,-0.103,-152.6594959737607,-59.58738992907536,-152.58963936745542,-59.26459739428693
1068.845,0.956,-0.26,-0.502,-0.071,0.104,-0.034,-152.61908305950791,-59.40184387190384,-152.59671847256186,-59.26805716600554
1068.901,0.954,-0.264,-0.496,-0.14,0.02,0.141,-151.97549946792975,-59.50296051964278,-152.562108262756,-59.283084715047856
1068.958,0.955,-0.268,-0.499,0.074,-0.224,0.011,-151.76090414270442,-59.32765795913356,-152.5024146384554,-59.298293594416904
1069.014,0.958,-0.269,-0.505,-0.071,0.096,-0.195,-151.95696498892687,-59.15175253056659,-152.46651245144366,-59.28338635445587
1069.07,0.96,-0.254,-0.5,-0.094,-0.522,-0.042,-153.06943046734727,-59.70718337194595,-152.51054428697907,-59.34005085804481
1069.126,0.952,-0.259,-0.508,-0.155,0.638,0.118,-152.98557937421407,-59.07985865751888,-152.5500911132971,-59.28953208655123
1069.182,0.945,-0.265,-0.5,0.196,-1.178,-0.286,-152.07641028486162,-59.08601025599962,-152.50638146021132,-59.337120663256826
1069.238,0.952,-0.261,-0.5,0.12,0.974,0.134,-152.43544106570084,-59.354944107066366,-152.4936638341026,-59.287392429651355
1069.294,0.962,-0.255,-0.505,-0.132,0.112,0.225,-153.20848447058083,-59.54121382538361,-152.54851572271699,-59.29912078001611
1069.35,0.956,-0.269,-0.497,0.226,-0.331,-0.294,-151.57564375084132,-59.41103624746146,-152.4689954790608,-59.32461525083684
1069.406,0.953,-0.258,-0.505,-0.033,-1.01,-0.05,-152.9379158852027,-59.2449933581101,-152.5010784810987,-59.372390609822574
1069.462,0.938,-0.271,-0.512,-0.163,0.455,-0.118,-152.10787083204792,-58.30104439540611,-152.4810732061958,-59.2747214915382
1069.518,0.954,-0.258,-0.507,-0.094,0.593,0.156,-153.0295609213491,-59.19238802497511,-152.5219825875259,-59.23633208593379
1069.575,0.957,-0.264,-0.493,-0.048,0.211,-0.05,-151.83108605176707,-59.69953413165984,-152.4756148973381,-59.25540419864602
1069.631,0.959,-0.261,-0.502,-0.14,0.509,0.034,-152.52916216281136,-59.46002005856768,-152.48428146011454,-59.24220002969829
1069.687,0.939,-0.267,-0.493,0.043,-0.995,-0.088,-151.56081546368682,-59.15940041341762,-152.41569424719214,-59.28790301063133
1069.744,0.957,-0.256,-0.501,0.013,0.822,-0.057,-152.93396510853773,-59.548911529994086,-152.4467968107065,-59.26173945833205
1069.8,0.941,-0.255,-0.498,-0.01,-0.453,-0.202,-152.88536587523308,-59.265572464953,-152.47471853359812,-59.285561981687295
1069.856,0.959,-0.257,-0.499,-0.086,0.555,0.019,-152.75017131591287,-59.65998639715472,-152.49617690263145,-59.28254560995617
1069.912,0.954,-0.264,-0.505,0.066,-0.056,0.141,-152.4006789730257,-59.149297491906154,-152.4845209955063,-59.27695685735021
1069.969,0.952,-0.265,-0.507,0.158,-0.323,-0.05,-152.40472137529142,-58.99737533443634,-152.46879135169004,-59.27512937750674
1070.025,0.957,-0.269,-0.5,-0.109,0.318,0.011,-151.71974850826314,-59.320214614533285,-152.4205232121054,-59.26153383125355
1070.081,0.959,-0.258,-0.489,0.043,-0.155,0.202,-152.18354101632977,-60.035458161789535,-152.39835473082996,-59.323331096287525
1070.137,0.954,-0.259,-0.492,0.204,0.074,0.042,-152.23665995352374,-59.76561034323678,-152.37255091787523,-59.35173511674424
1070.194,0.953,-0.278,-0.511,0.051,-0.606,-0.057,-151.45242496183764,-58.59946579980201,-152.30157886562455,-59.33411379256803
1070.25,0.951,-0.266,-0.506,-0.109,0.211,-0.164,-152.26946776212193,-58.98943076390698,-152.2988948962866,-59.30001321078366
1070.306,0.953,-0.265,-0.502,-0.163,0.471,0.172,-152.1709444449872,-59.21995808920232,-152.29230398612523,-59.270060284006966
1070.362,0.962,-0.258,-0.495,-0.041,-0.27,0.233,-152.47092812754337,-59.87550174000015,-152.30037517857136,-59.32620844695624
1070.419,0.961,-0.265,-0.499,-0.132,-0.697,0.088,-152.02892141757218,-59.54744533871471,-152.28231263226786,-59.37983282070565
1070.475,0.951,-0.269,-0.507,-0.025,-0.247,-0.118,-152.0508306322378,-58.88840021320277,-152.2608809013423,-59.36019122452978
1070.531,0.967,-0.261,-0.502,0.074,0.02,-0.126,-152.52916216281136,-59.66791198034793,-152.26854026098528,-59.38110548492391
1070.588,0.958,-0.26,-0.49,-0.018,0.814,0.057,-152.04903097210982,-59.92803308289123,-152.24757845491914,-59.37719661678009
1070.644,0.957,-0.255,-0.487,0.127,-0.774,-0.034,-152.36281772697083,-60.12599743336948,-152.2419886985035,-59.47200961459378
1070.7,0.939,-0.26,-0.512,-0.071,-0.026,0.134,-153.07797039218974,-58.55266410527966,-152.29705430057595,-59.41338932369065
1070.756,0.955,-0.264,-0.502,0.028,-0.529,0.271,-152.26027883643468,-59.29341195788524,-152.28806134655687,-59.43460786316781
1070.812,0.961,-0.258,-0.498,0.005,0.638,0.187,-152.61257784292386,-59.73109613951243,-152.30529180407748,-59.423618501471715
1070.868,0.962,-0.257,-0.486,0.02,-0.102,-0.034,-152.12981917011317,-60.25270111015777,-152.28770886398635,-59.488839641456174
