time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll_accel,pitch_accel,roll_ekf,pitch_ekf,roll_madgwick,pitch_madgwick,roll_fused,pitch_fused
1034.964,0.938,-0.26,-0.503,-0.033,0.066,0.095,-152.6656204546129,-58.88273030152107,-152.7480048493567,-59.176453010175464,-152.90838215419754,-58.882604141519266,-152.82819350177712,-59.029528575847365
1035.02,0.948,-0.261,-0.502,0.005,-0.224,-0.157,-152.52916216281136,-59.16993276089162,-152.72293366913738,-59.17194500269555,-152.40426803242843,-59.273051479744126,-152.5636008507829,-59.22249824121984
1035.076,0.956,-0.26,-0.496,-0.025,-0.125,-0.103,-152.336761672182,-59.63869722147769,-152.671198277873,-59.2373133086488,-152.32752328529324,-59.768650434230445,-152.4993607815831,-59.50298187143962
1035.132,0.957,-0.261,-0.509,-0.079,0.158,0.057,-152.85260364302823,-59.1324965012339,-152.708457240023,-59.202848159411346,-152.68822156403257,-59.33199263507311,-152.69833940202778,-59.267420397242226
1035.189,0.953,-0.263,-0.505,-0.071,0.035,0.202,-152.48985672320333,-59.143328044332925,-152.68371882902727,-59.18045701482571,-152.12931546835043,-58.80468870411184,-152.40651714868886,-58.99257285946878
1035.245,0.954,-0.278,-0.495,-0.132,0.051,-0.218,-150.6807295119277,-59.24324537231475,-152.3785197095516,-59.17650264589963,-151.31544610999669,-59.069800668097315,-151.84698290977414,-59.12315165699847
1035.301,0.958,-0.259,-0.485,-0.262,-0.094,0.057,-151.89686377878917,-60.147252835731976,-152.3043180133262,-59.323148153727345,-151.6102915646135,-59.59244088082685,-151.95730478896985,-59.457794517277094
1035.358,0.957,-0.266,-0.505,0.066,-0.087,-0.294,-152.22275820678058,-59.187377557831425,-152.273782791315,-59.30229829522364,-152.21958158325413,-59.209720483214184,-152.24668218728456,-59.25600938921892
1035.414,0.954,-0.263,-0.508,-0.064,-0.018,0.042,-152.62865019102762,-59.05201890372504,-152.318119666409,-59.25909674305292,-152.98594901061682,-58.91037875431514,-152.65203433851292,-59.084737748684034
1035.47,0.952,-0.259,-0.501,-0.117,-0.003,-0.057,-152.66257035409149,-59.356484338783005,-152.36605479186565,-59.268207938247514,-152.6687498631993,-59.3651093111302,-152.51740232753247,-59.316658624688856
1035.526,0.951,-0.256,-0.496,-0.186,-0.079,0.011,-152.7004277886672,-59.59013842473234,-152.4182750885456,-59.317095170788534,-152.75539769984908,-59.87890243107731,-152.58683639419735,-59.59799880093292
1035.582,0.95,-0.251,-0.507,0.059,-0.071,-0.08,-153.6614131752632,-59.225995940778404,-152.60470501478886,-59.30290287851913,-153.3104645058613,-59.485868249804874,-152.95758476032506,-59.394385564162
1035.638,0.959,-0.266,-0.51,0.02,0.18,-0.21,-152.4548677932286,-59.044993689208006,-152.5827700334344,-59.24989755532945,-152.45595149132103,-59.05543463328697,-152.51936076237772,-59.15266609430821
1035.694,0.939,-0.265,-0.514,-0.086,-0.064,-0.141,-152.72598850946667,-58.372794231475595,-152.6108840691545,-59.10901285219707,-152.66664990796917,-58.57390343569011,-152.63876698856183,-58.84145814394359
1035.75,0.962,-0.258,-0.508,-0.064,0.081,-0.042,-153.07516843706014,-59.363118642330356,-152.6895675707717,-59.13299663501053,-152.9410324513148,-59.10617432433405,-152.81530001104323,-59.11958547967229
1035.806,0.959,-0.262,-0.507,-0.071,0.02,0.057,-152.67164895763867,-59.24337504288509,-152.69603381256692,-59.13925599310146,-152.26079766848756,-59.448151704123745,-152.47841574052723,-59.2937038486126
1035.862,0.958,-0.262,-0.506,-0.102,0.089,-0.21,-152.62548617392648,-59.25632252526275,-152.69545561828684,-59.14423756928299,-152.9365461195371,-59.11031871029755,-152.81600086891197,-59.12727813979027
1035.919,0.947,-0.251,-0.502,0.028,-0.087,-0.103,-153.434948822922,-59.34629273988085,-152.81598431680274,-59.171886366082674,-153.8741021775044,-59.54304893468725,-153.34504324715357,-59.35746765038496
1035.975,0.953,-0.261,-0.499,-0.033,1.883,-0.019,-152.3883591816724,-59.42079544451661,-152.76070592675143,-59.11562483639609,-152.60755030479368,-59.54119897660517,-152.68412811577255,-59.328411906500634
1036.031,0.961,-0.261,-0.503,0.104,0.127,0.019,-152.57580263647642,-59.47295967892054,-152.73394342121128,-59.16199219249106,-152.3537740907438,-59.02189089440583,-152.54385875597754,-59.09194154344844
1036.087,0.957,-0.258,-0.503,-0.277,-0.064,-0.019,-152.84569338560962,-59.42929925883156,-152.77052028360487,-59.20593068006887,-152.98652831164299,-59.524839686294655,-152.87852429762393,-59.36538518318176
1036.143,0.953,-0.26,-0.504,0.12,0.15,-0.073,-152.7120120544845,-59.24393641638296,-152.76219952070772,-59.205611190718564,-152.47790615906683,-59.01693665564346,-152.62005283988728,-59.11127392318102
1036.2,0.963,-0.263,-0.494,-0.148,-0.239,-0.126,-151.96966887497527,-59.836997907352625,-152.65041677553785,-59.317881723602945,-152.21926509149108,-59.479226205408025,-152.43484093351447,-59.39855396450548
1036.256,0.961,-0.255,-0.5,0.097,0.043,-0.034,-152.97841840882296,-59.712987521416835,-152.69764199675225,-59.38393538420208,-153.3013272156498,-59.814465090999946,-152.999484606201,-59.59920023760101
1036.312,0.955,-0.261,-0.499,0.043,-0.194,-0.218,-152.3883591816724,-59.473377462780576,-152.649374055056,-59.41586275725071,-152.310026878701,-59.43013509788378,-152.4797004668785,-59.42299892756724
1036.369,0.955,-0.259,-0.509,0.028,-0.102,-0.134,-153.031148135334,-59.11987169342604,-152.70855811118267,-59.38334767845779,-153.0704025352951,-59.107207990773276,-152.8894803232389,-59.245277834615536
1036.425,0.958,-0.258,-0.507,-0.155,0.089,0.141,-153.0295609213491,-59.297737921706414,-152.76964306846946,-59.37246400162623,-152.9558312499565,-59.60492130422305,-152.862737159213,-59.48869265292464
1036.482,0.957,-0.261,-0.494,-0.048,-0.262,-0.027,-152.15071090773958,-59.72301350826711,-152.67963043484139,-59.44671610302459,-151.932127409607,-59.744006070850176,-152.3058789222242,-59.59536108693739
1036.539,0.956,-0.265,-0.499,-0.079,0.02,0.072,-152.02892141757218,-59.41669563503114,-152.58117342895636,-59.44978687468537,-152.0760763722126,-59.24524652092292,-152.3286249005845,-59.347516697804146
1036.595,0.956,-0.257,-0.504,-0.018,-0.041,0.034,-152.98202719396082,-59.383749043820906,-152.64114246114863,-59.449612861549895,-153.25271145816268,-59.4208065626345,-152.94692695965566,-59.4352097120922
1036.652,0.96,-0.26,-0.499,0.043,0.035,-0.011,-152.4785898201591,-59.624673570681416,-152.6121368755549,-59.48351225570896,-152.33642422308043,-59.662611739975354,-152.47428054931765,-59.57306199784216
1036.708,0.954,-0.26,-0.498,-0.086,0.005,0.042,-152.43146294556178,-59.50724645842788,-152.58523774538358,-59.4960333667981,-152.61740405656838,-59.19980520751101,-152.60132090097596,-59.347919287154554
1036.764,0.958,-0.263,-0.495,-0.17,1.883,-0.256,-152.01770468790866,-59.6679054874714,-152.49985312222847,-59.44349082201526,-152.05061595647234,-59.701973136517644,-152.2752345393504,-59.57273197926645
1036.82,0.951,-0.264,-0.503,-0.025,1.883,-0.011,-152.30722479706333,-59.148396239115456,-152.46256848489813,-59.31921808369859,-152.1913996740238,-59.31947454709945,-152.32698407946097,-59.31934631539902
1036.876,0.953,-0.267,-0.504,-0.079,0.043,-0.118,-152.08706154272343,-59.10015853267921,-152.39761884683261,-59.292224212979264,-151.9550163367953,-58.797489809497804,-152.17631759181396,-59.044857011238534
1036.932,0.953,-0.259,-0.5,-0.041,-0.201,-0.004,-152.61584336600367,-59.422417718080645,-152.4217523258271,-59.330113539594386,-152.50935469380798,-59.30293203386155,-152.46555350981754,-59.31652278672797
1036.988,0.958,-0.263,-0.503,-0.125,0.066,-0.027,-152.3966047261581,-59.35360125612978,-152.41320296880065,-59.339403809153225,-151.78867508950532,-59.62934099122418,-152.10093902915298,-59.484372400188704
1037.045,0.954,-0.263,-0.5,-0.056,-0.155,0.118,-152.25562983051745,-59.366354390608294,-152.38020468675927,-59.36008129732624,-152.4323201376846,-59.25442596184152,-152.40626241222193,-59.30725362958388
1037.101,0.95,-0.263,-0.5,0.265,0.142,-0.218,-152.25562983051745,-59.26069936653648,-152.33631684780426,-59.34658894632033,-151.3125532614899,-59.3027997461952,-151.8244350546471,-59.324694346257765
1037.157,0.958,-0.265,-0.514,-0.01,0.165,0.072,-152.72598850946667,-58.882949469613,-152.38577582813164,-59.27381816432274,-152.15476102805766,-59.05821630209898,-152.27026842809465,-59.16601723321086
1037.214,0.958,-0.265,-0.499,0.219,-0.087,0.065,-152.02892141757218,-59.4691170398964,-152.30932123383363,-59.31355631755959,-151.98724166640835,-59.55128917013089,-152.14828145012098,-59.43242274384524
1037.27,0.953,-0.263,-0.509,-0.254,-0.033,0.21,-152.6746279197141,-58.98626888476559,-152.36701887649872,-59.26949480812633,-152.4820636349207,-59.138146766092056,-152.4245412557097,-59.203820787109194
1037.326,0.958,-0.261,-0.492,-0.003,-0.064,-0.034,-152.05459474947756,-59.828008588317026,-152.30869082552732,-59.36411569392444,-152.2031558240832,-59.59875868413364,-152.25592332480528,-59.48143718902904
1037.382,0.938,-0.262,-0.499,-0.064,-0.224,-0.172,-152.29827694532324,-59.00032426496779,-152.2986154689508,-59.32495984565311,-152.3103615877696,-59.092228484445215,-152.3044885283602,-59.20859416504916
1037.438,0.956,-0.26,-0.502,-0.041,-0.033,-0.057,-152.61908305950791,-59.40184387190384,-152.33960422218252,-59.34338434643339,-152.83890666647036,-59.609869167945625,-152.58925544432645,-59.47662675718951
1037.494,0.953,-0.259,-0.501,0.097,0.028,0.095,-152.66257035409149,-59.38285592461305,-152.37694712334797,-59.35355263476415,-152.42145651533258,-59.085108212531566,-152.39920181934028,-59.21933042364786
1037.55,0.954,-0.259,-0.501,-0.117,-0.102,0.065,-152.66257035409149,-59.40918655344064,-152.42103037881316,-59.372659605128156,-152.82111360177493,-59.60465904802661,-152.62107199029404,-59.488659326577384
1037.606,0.958,-0.258,-0.501,-0.109,-0.102,0.08,-152.75288842974936,-59.53447076822963,-152.47415867092988,-59.40881538644392,-152.32929021683188,-59.08004534984159,-152.40172444388088,-59.24443036814276
1037.662,0.957,-0.263,-0.503,0.028,0.188,-0.05,-152.3966047261581,-59.32735273470995,-152.45880950529434,-59.39408594745861,-152.4675320080566,-59.61500594473542,-152.46317075667548,-59.50454594609702
1037.718,0.961,-0.258,-0.501,-0.148,-2.01,-0.034,-152.75288842974936,-59.61269982267288,-152.5097425414326,-59.52972728421863,-153.70799055378149,-59.50231594396576,-153.10886654760702,-59.516021614092196
1037.774,0.956,-0.262,-0.498,0.059,0.02,-0.172,-152.25094388478502,-59.518343515527505,-152.46599582616938,-59.53410651819881,-152.57456015250966,-59.521674995455136,-152.52027798933952,-59.52789075682698
1037.83,0.939,-0.261,-0.495,-0.025,1.852,0.072,-152.19854122006586,-59.20728682736518,-152.42293885603848,-59.402233862803435,-151.88611649325296,-59.104112147498476,-152.15452767464572,-59.253173005150956
1037.886,0.952,-0.267,-0.497,0.043,-0.049,0.004,-151.7542701757922,-59.34795562733659,-152.31149396073096,-59.4012407378647,-151.62913616362678,-59.572546018473375,-151.97031506217888,-59.486893378169036
1037.943,0.955,-0.263,-0.505,0.097,0.081,-0.011,-152.48985672320333,-59.19618852350594,-152.32575245781592,-59.36985709606524,-152.36241810422953,-59.253570442558434,-152.34408528102273,-59.31171376931184
1038.0,0.957,-0.262,-0.508,-0.033,0.127,0.141,-152.71766824336646,-59.15155483537706,-152.3815194925986,-59.33255108616353,-153.22026172882804,-59.002741667638944,-152.80089061071334,-59.16764637690123
1038.056,0.957,-0.263,-0.503,-0.117,1.89,0.08,-152.3966047261581,-59.32735273470995,-152.38482392845165,-59.244205206256034,-152.37225308605392,-59.39679040991513,-152.37853850725278,-59.32049780808558
1038.112,0.957,-0.261,-0.496,0.059,0.035,-0.05,-152.24622055727315,-59.64408280206162,-152.35567666014128,-59.308008530831,-152.12870324439106,-59.87312282171641,-152.2421899522662,-59.590565676273705
1038.169,0.95,-0.261,-0.499,-0.155,0.035,0.294,-152.3883591816724,-59.34161501087364,-152.3627182707422,-59.31707333453885,-152.3465519902229,-59.385315738508126,-152.35463513048256,-59.35119453652349
1038.225,0.962,-0.258,-0.499,0.127,-0.148,-0.073,-152.6594959737607,-59.717571022748686,-152.39836122451828,-59.3928583581294,-152.84510878592891,-59.89990166710311,-152.6217350052236,-59.646380012616255
1038.281,0.954,-0.264,-0.495,-0.224,-0.216,0.057,-151.92751306414706,-59.542329706591836,-152.3317012325376,-59.43509123257351,-151.86160583216227,-59.49704995338928,-152.09665353234993,-59.466070592981396
1038.338,0.955,-0.265,-0.498,-0.071,-2.01,0.095,-151.98128385290926,-59.429680357361995,-152.2731100599855,-59.54027628776137,-152.5846687678876,-59.02919480190708,-152.42888941393653,-59.28473554483423
1038.395,0.958,-0.26,-0.506,-0.018,0.135,0.057,-152.8043603594678,-59.29684408627112,-152.34873884941481,-59.503860075582715,-153.01647628482104,-59.56805313235374,-152.68260756711794,-59.53595660396823
1038.451,0.956,-0.278,-0.501,0.02,-1.987,0.042,-150.97453428433033,-59.06438473945429,-152.12556855571097,-59.5346591142531,-151.96556894567362,-59.194540426981305,-152.0455687506923,-59.364599770617204
1038.508,0.962,-0.263,-0.503,-0.079,-0.018,-0.149,-152.3966047261581,-59.45819088162507,-152.1566593477766,-59.525844269880594,-152.77817272775332,-59.679167372827614,-152.46741603776496,-59.6025058213541
1038.564,0.953,-0.259,-0.499,-0.018,-0.171,-0.111,-152.5689687791425,-59.46199506301839,-152.2095086957071,-59.525587852223914,-152.30159832178126,-59.15540280579651,-152.25555350874419,-59.34049532901021
1038.62,0.949,-0.264,-0.506,-0.148,-0.117,-0.042,-152.4471884232822,-58.97726534082293,-152.24406195607088,-59.44572103216607,-152.67732773110004,-58.70756032976815,-152.46069484358546,-59.07664068096711
1038.676,0.965,-0.262,-0.497,0.089,0.135,0.095,-152.2034617060853,-59.791723389349585,-152.22530514760547,-59.490991091378746,-152.45331912778536,-59.189960943651506,-152.3393121376954,-59.34047601751513
1038.733,0.963,-0.262,-0.498,-0.14,-0.01,0.149,-152.25094388478502,-59.70075030147319,-152.22758134306517,-59.52431487885117,-152.25450017501294,-59.67663588788511,-152.24104075903904,-59.60047538336814
1038.789,0.952,-0.263,-0.499,-0.018,0.203,0.141,-152.20834318954937,-59.35300914749648,-152.21725536404907,-59.488978536918694,-152.16164557705181,-59.16626751427477,-152.18945047055044,-59.327623025596736
1038.846,0.959,-0.261,-0.495,-0.018,-0.216,-0.118,-152.19854122006586,-59.73563640592457,-152.2067995606154,-59.5383995549179,-152.21659193048774,-59.68231445810101,-152.21169574555157,-59.61035700650946
1038.902,0.968,-0.259,-0.498,-0.178,0.15,-0.08,-152.5219459561066,-59.8913903356139,-152.25666938392024,-59.588898083551186,-152.948335858187,-60.180465964002195,-152.60250262105362,-59.88468202377669
1038.958,0.955,-0.257,-0.498,0.104,0.119,0.011,-152.70335851907453,-59.59512877422687,-152.31632580178794,-59.588792170806784,-152.71673035064353,-59.66214146150337,-152.51652807621574,-59.625466816155075
1039.014,0.956,-0.27,-0.51,-0.224,0.051,0.134,-152.10272896905238,-58.88394389509378,-152.29071556861442,-59.479798856938636,-152.2982377071597,-59.136177898230315,-152.29447663788704,-59.30798837758448
1039.07,0.957,-0.262,-0.515,0.135,-0.003,-0.065,-153.0358360712702,-58.8774129557429,-152.3976550188119,-59.38426040042449,-153.09546884727504,-58.85693839228831,-152.74656193304347,-59.1205993963564
1039.126,0.954,-0.266,-0.504,0.089,0.211,0.004,-152.17590361574673,-59.147316784405334,-152.36002084038319,-59.331748328844036,-152.24698501376406,-59.13113307425417,-152.30350292707362,-59.231440701549104
1039.182,0.961,-0.262,-0.506,-0.064,-0.003,0.004,-152.62548617392648,-59.33497114721593,-152.40473884054458,-59.32554142981584,-153.0985142997911,-59.582760933368384,-152.75162657016784,-59.45415118159211
1039.239,0.951,-0.263,-0.498,-0.003,0.066,0.027,-152.1609079922253,-59.36602981879853,-152.36827834258222,-59.32186986938097,-151.93059664623587,-59.315156743946034,-152.14943749440903,-59.318513306663505
1039.296,0.941,-0.267,-0.497,0.059,-2.003,0.141,-151.7542701757922,-59.05509344117174,-152.2684347228965,-59.36936902028922,-151.64363620744254,-58.673585219386425,-151.95603546516952,-59.021477119837826
1039.352,0.955,-0.263,-0.502,0.097,-0.194,0.004,-152.34975997087932,-59.31402933836489,-152.27210346309377,-59.36060167373134,-152.21011623612915,-59.177448107946304,-152.24110984961146,-59.26902489083882
1039.408,0.958,-0.254,-0.496,-0.109,0.096,0.095,-152.88316062228444,-59.814089392772466,-152.3697555809422,-59.41803257684185,-152.74593885522177,-59.694561451651715,-152.55784721808197,-59.55629701424678
1039.464,0.958,-0.265,-0.489,0.135,-0.194,-0.057,-151.5457488450852,-59.86171183936488,-152.23409639891614,-59.491084765017774,-151.7238792357598,-59.83040104304675,-151.97898781733795,-59.66074290403226
1039.52,0.968,-0.264,-0.51,0.028,0.096,-0.233,-152.63178957111177,-59.32090786559916,-152.29001412635913,-59.45695181498487,-152.37778710332378,-59.48424530292856,-152.33390061484147,-59.47059855895671
1039.576,0.954,-0.262,-0.507,-0.041,-0.026,-0.004,-152.67164895763867,-59.11158832024547,-152.34967411389036,-59.399763214358664,-152.73246126219763,-59.03695963546731,-152.541067688044,-59.218361424912985
1039.632,0.956,-0.264,-0.505,0.051,-0.262,0.134,-152.4006789730257,-59.20209671470215,-152.35574527895102,-59.374432248743126,-152.044546724181,-59.358921358239286,-152.200146001566,-59.3666768034912
1039.689,0.957,-0.26,-0.506,0.028,-0.01,0.134,-152.8043603594678,-59.270567160645435,-152.42604768742947,-59.350303019953635,-153.08964374421424,-59.23063325193862,-152.75784571582187,-59.29046813594613
1039.745,0.954,-0.261,-0.498,-0.102,0.096,-0.271,-152.34112889497263,-59.48658101068607,-152.42167320900617,-59.35848467365156,-152.29839078813671,-59.520988249291165,-152.36003199857146,-59.43973646147136
1039.802,0.954,-0.261,-0.493,-0.132,0.188,0.202,-152.10272896905238,-59.68417393899514,-152.38118728179182,-59.39312127968728,-151.7752308208488,-59.94196027097294,-152.0782090513203,-59.66754077533011
1039.858,0.958,-0.263,-0.509,0.02,0.005,0.202,-152.6746279197141,-59.11850316895067,-152.42757223908166,-59.344487639922185,-152.21993691730253,-59.51882320801068,-152.3237545781921,-59.43165542396643
1039.914,0.948,-0.262,-0.511,-0.163,0.066,0.072,-152.85487118706664,-58.79458429932142,-152.50588446163633,-59.247553628751604,-152.6077431998124,-59.08216233841,-152.55681383072437,-59.1648579835808
1039.971,0.957,-0.264,-0.508,0.097,0.035,-0.088,-152.53977511271094,-59.110995466177414,-152.5130091825604,-59.213011919658626,-151.84827893609244,-59.403864537252,-152.18064405932643,-59.308438228455316
1040.027,0.957,-0.261,-0.506,0.089,0.158,-0.073,-152.7148512551617,-59.25032267796548,-152.54722984929433,-59.19944825752346,-152.81928174551075,-59.24003326124202,-152.68325579740252,-59.21974075938274
1040.083,0.96,-0.262,-0.499,-0.056,-0.117,-0.004,-152.29827694532324,-59.58351346137865,-152.51863773429008,-59.254014352991206,-152.24966176619864,-59.615049984759025,-152.38414975024438,-59.434532168875116
1040.139,0.955,-0.263,-0.503,0.081,-0.094,0.057,-152.3966047261581,-59.27473377318297,-152.5016578816866,-59.25309648385243,-152.4500199054022,-59.1310115699726,-152.4758388935444,-59.192054026912515
1040.196,0.955,-0.257,-0.508,-0.064,-0.14,-0.027,-153.16490001580135,-59.19933717421125,-152.614711008079,-59.242751433295865,-153.65939462852273,-59.23663602389332,-153.13705281830087,-59.23969372859459
1040.252,0.954,-0.262,-0.497,0.081,-0.102,-0.042,-152.2034617060853,-59.50530177446352,-152.5560408832565,-59.28018606799752,-152.69007543736015,-59.41436779087798,-152.62305816030832,-59.347276929437754
1040.309,0.959,-0.262,-0.498,-0.125,1.883,-0.134,-152.25094388478502,-59.59676042770732,-152.52086901590576,-59.2329089099534,-151.85485796323493,-59.82943423997335,-152.18786348957036,-59.53117157496338
1040.366,0.954,-0.264,-0.492,-0.018,0.028,-0.088,-151.78264414527072,-59.660522029854604,-152.40955601915823,-59.29557506492572,-151.63563100482335,-59.297740630228255,-152.0225935119908,-59.29665784757699
1040.422,0.963,-0.266,-0.501,-0.048,-0.094,0.103,-152.03446347723525,-59.500621422447416,-152.35145370191486,-59.33210683523681,-152.51454538755956,-59.733630331820365,-152.4329995447372,-59.53286858352858
1040.479,0.949,-0.264,-0.501,-0.163,-0.285,-0.164,-152.2131861322918,-59.17400957907152,-152.33341885068498,-59.32199617912632,-152.26111945654853,-59.187025280203635,-152.29726915361675,-59.25451072966498
1040.535,0.952,-0.257,-0.508,0.135,0.005,-0.019,-153.16490001580135,-59.119989790552076,-152.45345575372681,-59.28971706633936,-153.33284396883394,-59.107082820591785,-152.8931498612804,-59.198399943465574
1040.591,0.959,-0.265,-0.495,-0.048,0.051,-0.149,-151.8374726256764,-59.65206001388266,-152.35980780101283,-59.34288976323332,-152.55948733330044,-59.404388640212204,-152.45964756715665,-59.37363920172277
1040.648,0.957,-0.256,-0.505,0.043,-0.003,0.248,-153.118150742791,-59.390559910391275,-152.4742480366534,-59.35170498649924,-153.68289434380034,-59.36697565939393,-153.07857119022685,-59.359340322946586
1040.705,0.956,-0.266,-0.487,-0.132,0.188,0.034,-151.35657857756007,-59.86699099741885,-152.3062602420552,-59.42568673367326,-152.72663988974222,-59.58720798635126,-152.5164500658987,-59.50644736001226
1040.761,0.959,-0.259,-0.507,-0.079,-0.056,-0.126,-152.93986799890754,-59.303903691982015,-152.40408051726334,-59.41448308582876,-153.08031520914997,-59.1382959769437,-152.74219786320666,-59.27638953138623
1040.817,0.954,-0.264,-0.509,-0.018,-0.079,-0.126,-152.5858535685166,-58.99250952053381,-152.43236837536145,-59.355997236048715,-152.01776201748908,-58.81600987526699,-152.22506519642525,-59.086003555657854
1040.873,0.948,-0.268,-0.502,0.036,-0.033,-0.157,-151.90382243927712,-59.02474053905599,-152.347376404021,-59.30646985722551,-151.7713346073833,-59.28911034740721,-152.05935550570214,-59.297790102316355
1040.93,0.956,-0.26,-0.489,-0.01,-0.003,0.004,-152.00054004044523,-59.915695826101285,-152.2891624303268,-59.40150504541618,-151.96716278741653,-59.82466790468484,-152.12816260887166,-59.61308647505051
1040.986,0.938,-0.265,-0.501,-0.247,0.234,0.08,-152.12375108497315,-58.858356275978146,-152.26829306186565,-59.307996279434455,-152.0460828480034,-59.33341002067888,-152.15718795493453,-59.32070315005667
1041.042,0.956,-0.264,-0.507,0.104,0.104,0.118,-152.49355359990085,-59.12374920071715,-152.29122561408008,-59.27328701275582,-152.72450596347073,-59.00651237827626,-152.5078657887754,-59.13989969551604
1041.098,0.958,-0.262,-0.499,0.028,0.058,0.072,-152.29827694532324,-59.53131715978676,-152.2851184066382,-59.309163740479846,-152.35354910142684,-59.45284935008071,-152.31933375403253,-59.38100654528028
1041.155,0.953,-0.261,-0.504,0.036,0.119,-0.027,-152.6222972286683,-59.2235545767187,-152.33073652456534,-59.28983881945314,-152.83508918384155,-59.041831017189196,-152.58291285420344,-59.16583491832117
1041.211,0.956,-0.263,-0.497,0.059,0.074,0.08,-152.11332360271734,-59.5369426593461,-152.29046714966395,-59.32464809480933,-152.26177858455418,-59.429145661507775,-152.27612286710905,-59.376896878158554
1041.267,0.954,-0.26,-0.499,-0.033,-0.018,-0.141,-152.4785898201591,-59.46772303585477,-152.3169280210268,-59.34926044331094,-153.45278770437912,-59.635766603830504,-152.88485786270297,-59.49251352357072
1041.324,0.956,-0.264,-0.5,0.066,-2.003,-0.027,-152.16594605944917,-59.39823117462653,-152.28653792984082,-59.45543078783027,-152.34716058684432,-59.315278704134634,-152.3168492583426,-59.385354745982454
1041.38,0.954,-0.265,-0.504,0.059,-0.026,0.103,-152.26489133756212,-59.16795108252164,-152.27594162466102,-59.41303837202823,-152.04558036183846,-58.78410673745653,-152.16076099324974,-59.09857255474238
1041.436,0.956,-0.259,-0.489,-0.148,0.242,-0.027,-152.09196313311872,-59.93673499957882,-152.2494095835941,-59.483783124261684,-152.0657413223657,-59.30924292066957,-152.1575754529799,-59.396513022465626
1041.492,0.958,-0.266,-0.504,0.112,-0.003,-0.011,-152.17590361574673,-59.252756416855235,-152.22664143810695,-59.45109477500001,-152.7222144809094,-58.96586461133609,-152.47442795950818,-59.208479693168044
1041.548,0.954,-0.264,-0.501,-0.079,0.074,0.134,-152.2131861322918,-59.30633205276203,-152.22189973026155,-59.42661890874953,-152.14042678207448,-59.347871151767684,-152.18116325616802,-59.38724503025861
1041.604,0.953,-0.26,-0.507,0.036,0.051,-0.042,-152.85031830221683,-59.12563472762416,-152.31278580441167,-59.37755212824407,-152.97633204103332,-59.088868041207526,-152.6445589227225,-59.2332100847258
1041.66,0.955,-0.26,-0.501,0.051,-0.003,-0.034,-152.57239924249382,-59.415022119115605,-152.349622841451,-59.38211937871257,-152.4727570856449,-59.49515408117641,-152.41118996354794,-59.43863672994449
1041.716,0.966,-0.264,-0.503,-0.132,-0.056,0.164,-152.30722479706333,-59.541682090088074,-152.34949926372175,-59.40870811291137,-151.58663094415607,-59.73216577243218,-151.9680651039389,-59.570436942671776
1041.772,0.938,-0.261,-0.5,-0.125,-0.125,-0.21,-152.43544106570084,-58.98138291259756,-152.36888233379875,-59.3473049327554,-152.09018951122903,-59.31734642255661,-152.2295359225139,-59.332325677656
1041.828,0.96,-0.261,-0.504,-0.048,-0.003,-0.164,-152.6222972286683,-59.40757406385786,-152.41159554970096,-59.35368386037423,-153.28161628143184,-59.5170167842251,-152.84660591556639,-59.43535032229967
1041.885,0.954,-0.263,-0.504,-0.003,-2.01,0.164,-152.44330343688233,-59.20906322474628,-152.41919697612954,-59.424546397896925,-152.32271964944,-59.02962873233532,-152.37095831278475,-59.22708756511612
1041.941,0.966,-0.259,-0.487,0.02,0.127,0.156,-151.99472574256677,-60.273516106584765,-152.35394680612993,-59.54773578039003,-152.1761092669731,-59.52339162640668,-152.2650280365515,-59.53556370339835
1041.997,0.954,-0.262,-0.503,-0.277,0.081,-0.088,-152.4861306992901,-59.268889321904844,-152.38728213879077,-59.5017221865207,-152.6875331343912,-59.123411085513986,-152.53740763659098,-59.312566636017344
1042.054,0.952,-0.263,-0.501,-0.033,0.02,0.141,-152.30276854779072,-59.274223835031954,-152.37583816239905,-59.46453427941644,-151.89142564727595,-59.42575719049985,-152.1336319048375,-59.445145734958146
1042.11,0.955,-0.266,-0.507,-0.132,0.096,-0.027,-152.31603289235483,-59.056426767632004,-152.37228398390747,-59.39360250128391,-152.3699928591414,-59.01901739984604,-152.37113842152445,-59.20630995056497
1042.166,0.966,-0.262,-0.505,0.013,-0.133,0.08,-152.5791792802091,-59.504330266084565,-152.40346401302037,-59.412336211386354,-152.5958529018092,-59.53751791802266,-152.4996584574148,-59.4749270647045
1042.223,0.956,-0.26,-0.495,-0.003,0.081,-0.065,-152.2891859847469,-59.67822515204869,-152.38629088990402,-59.44618681890257,-151.86527794654043,-59.87639193277465,-152.12578441822222,-59.66128937583861
1042.279,0.941,-0.257,-0.503,-0.094,-0.117,-0.034,-152.93594831650006,-59.02495393766231,-152.47735034510043,-59.38309025060355,-152.3928188405777,-59.46890833410722,-152.43508459283908,-59.425999292355385
1042.335,0.959,-0.26,-0.501,0.005,-0.01,0.027,-152.57239924249382,-59.5198154416166,-152.49605345707838,-59.399827189938954,-153.50222555598233,-59.77648958781001,-152.99913950653035,-59.58815838887448
1042.392,0.967,-0.261,-0.504,0.013,0.028,0.118,-152.6222972286683,-59.589615709957805,-152.52007710535497,-59.42415309389251,-152.30781848786816,-59.521856082927386,-152.41394779661158,-59.47300458840995
